2019.9849315068493,1.7028967037677973e-22
2020.146174863388,7.86665983602662e-22
2020.0204918032787,7.86665983602662e-22
2020.1024590163934,7.86665983602662e-22
2020.113387978142,7.86665983602662e-22
2020.0887978142077,7.86665983602662e-22
2020.1407103825136,7.86665983602662e-22
2020.0751366120219,7.86665983602662e-22
2020.113387978142,7.86665983602662e-22
2020.1024590163934,7.86665983602662e-22
2020.061475409836,7.86665983602662e-22
2020.0396174863388,7.86665983602662e-22
2019.995890410959,7.86665983602662e-22
2020.1215846994535,7.86665983602662e-22
2020.0341530054645,7.86665983602662e-22
2020.129781420765,7.86665983602662e-22
2020.1325136612022,7.86665983602662e-22
2020.1598360655737,7.86665983602662e-22
2019.995890410959,7.86665983602662e-22
2020.1734972677596,7.86665983602662e-22
2020.0040983606557,7.86665983602662e-22
2020.2090163934427,7.86665983602662e-22
2020.0860655737704,7.86665983602662e-22
2019.995890410959,7.86665983602662e-22
2020.045081967213,7.86665983602662e-22
2020.0860655737704,7.86665983602662e-22
2020.1653005464482,7.86665983602662e-22
2020.0013661202186,7.86665983602662e-22
2020.2390710382513,7.86665983602662e-22
2020.1789617486338,7.86665983602662e-22
2019.995890410959,7.86665983602662e-22
2020.0724043715848,7.86665983602662e-22
2020.0860655737704,7.86665983602662e-22
2020.2062841530055,7.86665983602662e-22
2020.0669398907103,7.86665983602662e-22
2020.110655737705,7.86665983602662e-22
2020.1625683060108,7.86665983602662e-22
2020.0669398907103,7.86665983602662e-22
2020.1434426229507,7.86665983602662e-22
2020.1434426229507,7.86665983602662e-22
2020.0669398907103,7.86665983602662e-22
2020.110655737705,7.86665983602662e-22
2020.1762295081967,7.86665983602662e-22
2020.2062841530055,7.86665983602662e-22
2020.198087431694,7.86665983602662e-22
2020.1653005464482,7.86665983602662e-22
2020.094262295082,7.86665983602662e-22
2020.1680327868853,7.86665983602662e-22
2020.0478142076502,7.86665983602662e-22
2020.1734972677596,7.86665983602662e-22
2020.2281420765028,7.86665983602662e-22
2020.1898907103825,7.86665983602662e-22
2020.1407103825136,7.86665983602662e-22
2020.146174863388,7.86665983602662e-22
2020.2363387978141,7.86665983602662e-22
2020.0560109289618,7.86665983602662e-22
2020.0505464480875,7.86665983602662e-22
