name,state,state_conf
NODE_0000000,NON_GA,"[2.4883532060609223e-05, 0.9999751164679394]"
hCoV-19/Wuhan/Hu-1/2019|EPI_ISL_402125|2019-12-31,NON_GA,"[0.0, 1.0]"
NODE_0005077,NON_GA,"[6.763069916173985e-38, 1.0]"
hCoV-19/Hefei/2/2020|EPI_ISL_412026|2020-02-23,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC2007/2020|EPI_ISL_426169|2020-02-05,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Indonesia/PP-EIJK-11/2020|EPI_ISL_568693|2020-03-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH05/2019|EPI_ISL_529217|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Indonesia/YO-EIJK08/2020|EPI_ISL_766032|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS84-0222/2020|EPI_ISL_728155|2020-02-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Hong_Kong/VB20026565-2/2020|EPI_ISL_412030|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0360/2020|EPI_ISL_684163|2020-02-18,NON_GA,"[0.0, 1.0]"
hCoV-19/Kazakhstan/123631/2020|EPI_ISL_1341150|2020-03-01,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Japan/FHU-CS56-0221/2020|EPI_ISL_728000|2020-02-21,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Malaysia/0956/2020|EPI_ISL_501181|2020-03-04,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC2004/2020|EPI_ISL_426164|2020-02-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/1013/2020|EPI_ISL_574498|2020-03-24,NON_GA,"[0.0, 1.0]"
hCoV-19/Chongqing/IVDC-CQ-001/2020|EPI_ISL_408481|2020-01-18,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/34nan/2020|EPI_ISL_648062|2020-03-10,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/570/2020|EPI_ISL_1081324|2020-02-11,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Malaysia/IMR_WC1097/2020|EPI_ISL_430441|2020-02-29,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HBCDC-HB-03/2019|EPI_ISL_412899|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/678/2020|EPI_ISL_1081326|2020-02-14,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/IME-WH02/2019|EPI_ISL_529214|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/1135/2020|EPI_ISL_648043|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/TSGH-31/2020|EPI_ISL_447257|2020-03-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZCDC0048/2020|EPI_ISL_421233|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WHU02/2020|EPI_ISL_406717|2020-01-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Ireland/CO-NVRL-20134/2020|EPI_ISL_414487|2020-03-04,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH3-179/2020|EPI_ISL_454941|2020-03-13,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/Nonthaburi_68/2020|EPI_ISL_447910|2020-01-15,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/SI200433-NT/2020|EPI_ISL_437621|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/TSGH-35/2020|EPI_ISL_457726|2020-02-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-206/2020|EPI_ISL_454956|2020-03-27,NON_GA,"[0.0, 1.0]"
hCoV-19/Beijing/DT-BJ01/2020|EPI_ISL_452358|2020-02-11,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Indonesia/JI-ITD-150Sp/2020|EPI_ISL_529962|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0363/2020|EPI_ISL_480033|2020-02-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-205/2020|EPI_ISL_454955|2020-03-01,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Singapore/3/2020|EPI_ISL_407988|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH2-160/2020|EPI_ISL_454928|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/28/2020|EPI_ISL_420105|2020-03-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH1-122/2020|EPI_ISL_454904|2020-03-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH3-176/2020|EPI_ISL_454940|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/SI200040-NT/2020|EPI_ISL_437623|2020-01-08,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/WIV06/2019|EPI_ISL_402129|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/NA-20-05-1/2020|EPI_ISL_410531|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ162/2020|EPI_ISL_418508|2020-01-23,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC12/2020|EPI_ISL_412872|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS29-0221/2020|EPI_ISL_727999|2020-02-21,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/WH03/2020|EPI_ISL_406800|2020-01-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/Hu_DP_Kng_19-020/2020|EPI_ISL_412968|2020-02-10,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/IPBCAMS-WH-04/2019|EPI_ISL_403929|2019-12-30,NON_GA,"[0.0, 1.0]"
