name,state,state_conf
NODE_0000000,NON_GA,"[5.675051301663131e-05, 0.9999432494869834]"
hCoV-19/Wuhan/Hu-1/2019|EPI_ISL_402125|2019-12-31,NON_GA,"[0.0, 1.0]"
NODE_0004620,NON_GA,"[3.1489999667886696e-09, 0.9999999968510002]"
hCoV-19/Guangdong/20SF665/2020|EPI_ISL_428469|2020-01-27,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/0126-C12/2020|EPI_ISL_493170|2020-01-26,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH5-239/2020|EPI_ISL_454980|2020-02-09,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH1-135/2020|EPI_ISL_454912|2020-02-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IPBCAMS-WH-04/2019|EPI_ISL_403929|2019-12-30,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Beijing/IME-HZ01/2020|EPI_ISL_450444|2020-01-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZCDC0091L/2020|EPI_ISL_421227|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH2-160/2020|EPI_ISL_454928|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Sichuan/SC-NJ-095/2020|EPI_ISL_451344|2020-01-31,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/0126-C47/2020|EPI_ISL_493177|2020-01-26,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/WHU02/2020|EPI_ISL_406717|2020-01-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/733/2020|EPI_ISL_1081331|2020-02-15,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Hangzhou/HZ477/2020|EPI_ISL_418511|2020-01-24,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/570/2020|EPI_ISL_1081324|2020-02-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Jiangsu/JS03/2020|EPI_ISL_411953|2020-01-24,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-206/2020|EPI_ISL_454956|2020-03-27,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/353/2020|EPI_ISL_1081197|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ185/2020|EPI_ISL_418510|2020-01-23,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WHU01/2020|EPI_ISL_406716|2020-01-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/777/2020|EPI_ISL_1081340|2020-02-15,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Beijing/DT-BJ01/2020|EPI_ISL_452358|2020-02-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ551/2020|EPI_ISL_418513|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/445/2020|EPI_ISL_1081310|2020-02-08,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH4-205/2020|EPI_ISL_454955|2020-03-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH3-176/2020|EPI_ISL_454940|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/0125-A164/2020|EPI_ISL_493157|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZCDC0048L/2020|EPI_ISL_421232|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ60/2020|EPI_ISL_418502|2020-01-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Jiangsu/IVDC-JS-001/2020|EPI_ISL_408488|2020-01-19,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Shanghai/SH0073/2020|EPI_ISL_416376|2020-02-05,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ79/2020|EPI_ISL_418504|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC2007/2020|EPI_ISL_426169|2020-02-05,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/678/2020|EPI_ISL_1081326|2020-02-14,NON_GA,"[0.0, 1.0]"
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17,NON_GA,"[0.0, 1.0]"
hCoV-19/Malaysia/0956/2020|EPI_ISL_501181|2020-03-04,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Shanghai/SH0119/2020|EPI_ISL_416404|2020-02-09,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/110/2020|EPI_ISL_1069208|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Malaysia/IMR_WC1097/2020|EPI_ISL_430441|2020-02-29,NON_GA,"[0.0, 1.0]"
hCoV-19/Chongqing/ZX01/2020|EPI_ISL_408479|2020-01-23,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WH03/2020|EPI_ISL_406800|2020-01-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Germany/BW-UKT-a118/2020|EPI_ISL_723090|2020-03-23,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Lu_an/339/2020|EPI_ISL_1081195|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-214/2020|EPI_ISL_454963|2020-03-20,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZCDC0049L/2020|EPI_ISL_421231|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Sichuan/SC-WCH4-290/2020|EPI_ISL_451392|2020-01-24,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH05/2019|EPI_ISL_529217|2019-12-30,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Hangzhou/HZ576/2020|EPI_ISL_418514|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Changzhou/JS27/2020|EPI_ISL_455680|2020-01-26,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH3-179/2020|EPI_ISL_454941|2020-03-13,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Sichuan/SC-WCH4-286/2020|EPI_ISL_451388|2020-02-10,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH2-167/2020|EPI_ISL_454933|2020-02-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WIV06/2019|EPI_ISL_402129|2019-12-30,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Hangzhou/HZ162/2020|EPI_ISL_418508|2020-01-23,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZCDC0119/2020|EPI_ISL_421226|2020-01-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Indonesia/YO-EIJK08/2020|EPI_ISL_766032|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/352/2020|EPI_ISL_1081196|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HBCDC-HB-03/2019|EPI_ISL_412899|2019-12-30,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/YB012504/2020|EPI_ISL_450489|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HBCDC-HB-01/2019|EPI_ISL_402132|2019-12-30,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH2-154/2020|EPI_ISL_455373|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Shanghai/SH0027/2020|EPI_ISL_416336|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH3-188/2020|EPI_ISL_455383|2020-03-03,NON_GA,"[0.0, 1.0]"
hCoV-19/Guangzhou/GZMU0031/2020|EPI_ISL_414687|2020-02-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Beijing/Wuhan_IME-BJ05/2020|EPI_ISL_424359|2020-01-27,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Qatar/QA13/2020|EPI_ISL_427408|2020-03-23,NON_GA,"[0.0, 0.9999999999999999]"
