,destination region,source region,descendant tips,source node,# descendants,date_midbranch
0,GA,NON_GA,['|GA-EHC-016P'],NODE_0002345,1,2020.1992315932298
1,GA,NON_GA,"['|GA-EHC-041O', 'hCoV-19/USA/GA-QDX-581/2020|EPI_ISL_571292|2020-03-18', '|GA-EHC-110F']",NODE_0002306,3,2020.1765848251544
2,GA,NON_GA,"['|GA-EHC-034H', '|GA-EHC-049W']",NODE_0002516,2,2020.1977405066884
3,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2379/2020|EPI_ISL_604693|2020-03-16', 'hCoV-19/USA/GA-QDX-2421/2020|EPI_ISL_604696|2020-03-16', 'hCoV-19/USA/GA-QDX-2235/2020|EPI_ISL_604530|2020-03-15', 'hCoV-19/USA/GA-QDX-2511/2020|EPI_ISL_604780|2020-03-13', '|GA-EHC-031E', 'hCoV-19/USA/GA-QDX-575/2020|EPI_ISL_571287|2020-03-17', 'hCoV-19/USA/GA-QDX-1073/2020|EPI_ISL_571823|2020-03-18']",NODE_0000150,7,2020.1693989076039
4,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2558/2020|EPI_ISL_604782|2020-03-14', '|GA-EHC-036J']",NODE_0001576,2,2020.1756604833522
5,GA,NON_GA,['|GA-EHC-112H'],NODE_0002709,1,2020.197417858266
6,GA,NON_GA,"['hCoV-19/USA/GA-UW-MAYO62/2020|EPI_ISL_500514|2020-03-18', '|GA-EHC-055C', '|GA-EHC-109E', 'hCoV-19/USA/GA-CDC-8816/2020|EPI_ISL_452120|2020-03-21', '|GA-EHC-118O', '|GA-EHC-114K', '|GA-EHC-115L']",NODE_0001655,7,2020.1707650278222
7,GA,NON_GA,"['|GA-EHC-064L', 'hCoV-19/USA/GA_1621/2020|EPI_ISL_424858|2020-03-04']",NODE_0001054,2,2020.1616031415565
8,GA,NON_GA,['hCoV-19/USA/GA-QDX-684/2020|EPI_ISL_571429|2020-03-17'],NODE_0003500,1,2020.2010140890698
9,GA,NON_GA,['hCoV-19/USA/GA-USAFSAM-S102/2020|EPI_ISL_812330|2020-03-22'],NODE_0003130,1,2020.1830601097895
10,GA,NON_GA,['hCoV-19/USA/GA-QDX-2426/2020|EPI_ISL_604698|2020-03-16'],NODE_0003759,1,2020.177949113349
11,GA,NON_GA,['|GA-EHC-083E'],NODE_0001632,1,2020.1239151470509
12,GA,NON_GA,"['hCoV-19/USA/GA-QDX-1762/2020|EPI_ISL_604026|2020-03-16', '|GA-EHC-119P', '|GA-EHC-050X']",NODE_0002972,3,2020.1358846336107
13,GA,NON_GA,['hCoV-19/USA/GA-QDX-2209/2020|EPI_ISL_604528|2020-03-15'],NODE_0002526,1,2020.1766183415739
14,GA,NON_GA,['|GA-EHC-121R'],NODE_0002376,1,2020.2184979354467
15,GA,NON_GA,"['hCoV-19/USA/GA_1299/2020|EPI_ISL_420787|2020-03-03', '|GA-EHC-069Q']",NODE_0000877,2,2020.1598360660737
