,destination region,source region,descendant tips,source node,# descendants,date_midbranch
0,GA,NON_GA,"['hCoV-19/USA/GA_2741/2020|EPI_ISL_419556|2020-02-29', 'hCoV-19/USA/GA_2742/2020|EPI_ISL_419557|2020-02-29']",NODE_0001351,2,2020.1560047885828
1,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2379/2020|EPI_ISL_604693|2020-03-16', 'hCoV-19/USA/GA-QDX-2421/2020|EPI_ISL_604696|2020-03-16']",NODE_0000152,2,2020.1734972682593
2,GA,NON_GA,['|GA-EHC-112H'],NODE_0004242,1,2020.2181839505406
3,GA,NON_GA,['hCoV-19/USA/GA-QDX-575/2020|EPI_ISL_571287|2020-03-17'],NODE_0000238,1,2020.2002203277293
4,GA,NON_GA,['hCoV-19/USA/GA-QDX-684/2020|EPI_ISL_571429|2020-03-17'],NODE_0001917,1,2020.2010140890698
5,GA,NON_GA,['hCoV-19/USA/GA-QDX-1073/2020|EPI_ISL_571823|2020-03-18'],NODE_0000244,1,2020.2019655707231
6,GA,NON_GA,['|GA-EHC-121R'],NODE_0003781,1,2020.2182877598188
7,GA,NON_GA,['hCoV-19/USA/GA-USAFSAM-S102/2020|EPI_ISL_812330|2020-03-22'],NODE_0002675,1,2020.1830601097895
8,GA,NON_GA,['hCoV-19/USA/GA-QDX-2426/2020|EPI_ISL_604698|2020-03-16'],NODE_0003056,1,2020.177896890255
9,GA,NON_GA,"['|GA-EHC-115L', 'hCoV-19/USA/GA-CDC-8816/2020|EPI_ISL_452120|2020-03-21', '|GA-EHC-055C', '|GA-EHC-109E', 'hCoV-19/USA/GA-UW-MAYO62/2020|EPI_ISL_500514|2020-03-18', '|GA-EHC-114K', '|GA-EHC-118O']",NODE_0003128,7,2020.1707650278222
