name,state,state_conf
NODE_0000000,NON_GA,"[4.922400972099154e-05, 0.9999507759902789]"
hCoV-19/Wuhan/Hu-1/2019|EPI_ISL_402125|2019-12-31,NON_GA,"[0.0, 1.0]"
NODE_0005077,NON_GA,"[2.3261366855485762e-31, 1.0]"
hCoV-19/Thailand/Phuket_247/2020|EPI_ISL_447914|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0363/2020|EPI_ISL_480033|2020-02-22,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/Nonthaburi_59/2020|EPI_ISL_447909|2020-01-13,NON_GA,"[0.0, 1.0]"
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Taiwan/CGMH-CGU-01/2020|EPI_ISL_411915|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/3/2020|EPI_ISL_407988|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0115/2020|EPI_ISL_479851|2020-02-17,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/WHU02/2020|EPI_ISL_406717|2020-01-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0360/2020|EPI_ISL_684163|2020-02-18,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC2005/2020|EPI_ISL_426166|2020-02-04,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/28/2020|EPI_ISL_420105|2020-03-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ162/2020|EPI_ISL_418508|2020-01-23,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH4-206/2020|EPI_ISL_454956|2020-03-27,NON_GA,"[0.0, 1.0]"
hCoV-19/Israel/CVL-n2820/2020|EPI_ISL_649073|2020-03-08,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS56-0221/2020|EPI_ISL_728000|2020-02-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/TSGH-31/2020|EPI_ISL_447257|2020-03-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/570/2020|EPI_ISL_1081324|2020-02-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH02/2019|EPI_ISL_529214|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Shanghai/SH0073/2020|EPI_ISL_416376|2020-02-05,NON_GA,"[0.0, 1.0]"
hCoV-19/Indonesia/JI-ITD-150Sp/2020|EPI_ISL_529962|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/Hu_DP_Kng_19-020/2020|EPI_ISL_412968|2020-02-10,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Wuhan/HB-WH1-122/2020|EPI_ISL_454904|2020-03-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Indonesia/PP-EIJK-11/2020|EPI_ISL_568693|2020-03-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Kazakhstan/123631/2020|EPI_ISL_1341150|2020-03-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Malaysia/0784/2020|EPI_ISL_501179|2020-03-23,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-205/2020|EPI_ISL_454955|2020-03-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Chongqing/IVDC-CQ-001/2020|EPI_ISL_408481|2020-01-18,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HBCDC-HB-03/2019|EPI_ISL_412899|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IVDC-HB-01/2019|EPI_ISL_402119|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WH03/2020|EPI_ISL_406800|2020-01-01,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Taiwan/4/2020|EPI_ISL_411927|2020-01-28,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Indonesia/YO-EIJK08/2020|EPI_ISL_766032|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/352/2020|EPI_ISL_1081196|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Malaysia/0956/2020|EPI_ISL_501181|2020-03-04,NON_GA,"[0.0, 1.0]"
