,destination region,source region,descendant tips,source node,# descendants,date_midbranch
0,GA,NON_GA,"['|GA-EHC-118O', '|GA-EHC-114K', 'hCoV-19/USA/GA-CDC-8816/2020|EPI_ISL_452120|2020-03-21', '|GA-EHC-115L', 'hCoV-19/USA/GA-UW-MAYO62/2020|EPI_ISL_500514|2020-03-18', '|GA-EHC-055C', '|GA-EHC-109E']",NODE_0003174,7,2020.1596607034162
1,GA,NON_GA,"['hCoV-19/USA/GA-QDX-1762/2020|EPI_ISL_604026|2020-03-16', '|GA-EHC-050X', '|GA-EHC-119P']",NODE_0004391,3,2020.1597487914619
2,GA,NON_GA,['|GA-EHC-121R'],NODE_0003908,1,2020.2184985935696
3,GA,NON_GA,['|GA-EHC-083E'],NODE_0001071,1,2020.1193495937719
4,GA,NON_GA,"['hCoV-19/USA/GA_1621/2020|EPI_ISL_424858|2020-03-04', '|GA-EHC-064L']",NODE_0001878,2,2020.1618207840515
5,GA,NON_GA,['hCoV-19/USA/GA-QDX-2426/2020|EPI_ISL_604698|2020-03-16'],NODE_0002561,1,2020.16446465338
6,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2379/2020|EPI_ISL_604693|2020-03-16', 'hCoV-19/USA/GA-QDX-2421/2020|EPI_ISL_604696|2020-03-16']",NODE_0000174,2,2020.1644062547573
7,GA,NON_GA,['hCoV-19/USA/GA-QDX-684/2020|EPI_ISL_571429|2020-03-17'],NODE_0002532,1,2020.2010140890698
8,GA,NON_GA,"['|GA-EHC-034H', '|GA-EHC-049W']",NODE_0004000,2,2020.1976816360088
9,GA,NON_GA,['|GA-EHC-110F'],NODE_0003917,1,2020.2181359974106
10,GA,NON_GA,"['|GA-EHC-031E', 'hCoV-19/USA/GA-QDX-2511/2020|EPI_ISL_604780|2020-03-13', 'hCoV-19/USA/GA-QDX-2235/2020|EPI_ISL_604530|2020-03-15']",NODE_0000247,3,2020.160408539893
