Algeria/G0638_2264/2020	EPI_ISL_418241
Algeria/G0640_2265/2020	EPI_ISL_418242
Algeria/G0860_2262/2020	EPI_ISL_420037
Andorra/202552/2020	EPI_ISL_539496
Argentina/C121/2020	EPI_ISL_420600
Argentina/C1374/2020	EPI_ISL_420599
Argentina/C3013/2020	EPI_ISL_420598
Argentina/PAIS-A0004/2020	EPI_ISL_430796
Argentina/PAIS-A0006/2020	EPI_ISL_430798
Argentina/PAIS-A0007/2020	EPI_ISL_430799
Argentina/PAIS-A0008/2020	EPI_ISL_430800
Argentina/PAIS-A0011/2020	EPI_ISL_430802
Argentina/PAIS-A0222/2020	EPI_ISL_792303
Argentina/PAIS-A0223/2020	EPI_ISL_792304
Argentina/PAIS-A0290/2020	EPI_ISL_792364
Argentina/PAIS-D0009/2020	EPI_ISL_792451
Argentina/PAIS-D0012/2020	EPI_ISL_792454
Argentina/PAIS-D0021/2020	EPI_ISL_792463
Argentina/PAIS-D0029/2020	EPI_ISL_792471
Argentina/PAIS-D0036/2020	EPI_ISL_792478
Argentina/PAIS-D0040/2020	EPI_ISL_792482
Argentina/PAIS-D0042/2020	EPI_ISL_792484
Argentina/PAIS-G0002/2020	EPI_ISL_792526
Argentina/PAIS-G0003/2020	EPI_ISL_792527
Argentina/PAIS-G0004/2020	EPI_ISL_792528
Argentina/PAIS-G0007/2020	EPI_ISL_792531
Argentina/PAIS-G0008/2020	EPI_ISL_792532
Argentina/PAIS-G0011/2020	EPI_ISL_792535
Aruba/AW-RIVM-10101/2020	EPI_ISL_547445
Aruba/AW-RIVM-10113/2020	EPI_ISL_547446
Aruba/AW-RIVM-10114/2020	EPI_ISL_547447
Aruba/AW-RIVM-10115/2020	EPI_ISL_547448
Aruba/AW-RIVM-10122/2020	EPI_ISL_547449
Aruba/AW-RIVM-10326/2020	EPI_ISL_636513
Australia/ACT0045/2020	EPI_ISL_498512
Australia/NSW04/2020	EPI_ISL_417030
Australia/NSW07/2020	EPI_ISL_413214
Australia/NSW08/2020	EPI_ISL_413594
Australia/NSW09/2020	EPI_ISL_413595
Australia/NSW10/2020	EPI_ISL_413596
Australia/NSW1030/2020	EPI_ISL_593759
Australia/NSW104/2020	EPI_ISL_427677
Australia/NSW127/2020	EPI_ISL_427808
Australia/NSW14/2020	EPI_ISL_413600
Australia/NSW155/2020	EPI_ISL_427647
Australia/NSW176/2020	EPI_ISL_427734
Australia/NSW180/2020	EPI_ISL_427701
Australia/NSW19/2020	EPI_ISL_417385
Australia/NSW2005/2020	EPI_ISL_500597
