Algeria/G0638_2264/2020	EPI_ISL_418241	True
Algeria/G0640_2265/2020	EPI_ISL_418242	True
Algeria/G0860_2262/2020	EPI_ISL_420037	True
Andorra/202552/2020	EPI_ISL_539496	True
Argentina/C121/2020	EPI_ISL_420600	True
Argentina/C1374/2020	EPI_ISL_420599	True
Argentina/C3013/2020	EPI_ISL_420598	True
Argentina/PAIS-A0004/2020	EPI_ISL_430796	True
Argentina/PAIS-A0006/2020	EPI_ISL_430798	True
Argentina/PAIS-A0007/2020	EPI_ISL_430799	True
Argentina/PAIS-A0008/2020	EPI_ISL_430800	True
Argentina/PAIS-A0011/2020	EPI_ISL_430802	True
Argentina/PAIS-A0222/2020	EPI_ISL_792303	True
Argentina/PAIS-A0223/2020	EPI_ISL_792304	True
Argentina/PAIS-A0290/2020	EPI_ISL_792364	True
Argentina/PAIS-D0009/2020	EPI_ISL_792451	True
Argentina/PAIS-D0012/2020	EPI_ISL_792454	True
Argentina/PAIS-D0021/2020	EPI_ISL_792463	True
Argentina/PAIS-D0029/2020	EPI_ISL_792471	True
Argentina/PAIS-D0036/2020	EPI_ISL_792478	True
Argentina/PAIS-D0040/2020	EPI_ISL_792482	True
Argentina/PAIS-D0042/2020	EPI_ISL_792484	True
Argentina/PAIS-G0002/2020	EPI_ISL_792526	True
Argentina/PAIS-G0003/2020	EPI_ISL_792527	True
Argentina/PAIS-G0004/2020	EPI_ISL_792528	True
Argentina/PAIS-G0007/2020	EPI_ISL_792531	True
Argentina/PAIS-G0008/2020	EPI_ISL_792532	True
Argentina/PAIS-G0011/2020	EPI_ISL_792535	True
Aruba/AW-RIVM-10101/2020	EPI_ISL_547445	True
Aruba/AW-RIVM-10113/2020	EPI_ISL_547446	True
Aruba/AW-RIVM-10114/2020	EPI_ISL_547447	True
Aruba/AW-RIVM-10115/2020	EPI_ISL_547448	True
Aruba/AW-RIVM-10122/2020	EPI_ISL_547449	True
Aruba/AW-RIVM-10326/2020	EPI_ISL_636513	True
Australia/ACT0045/2020	EPI_ISL_498512	True
Australia/NSW04/2020	EPI_ISL_417030	True
Australia/NSW07/2020	EPI_ISL_413214	True
Australia/NSW08/2020	EPI_ISL_413594	True
Australia/NSW09/2020	EPI_ISL_413595	True
Australia/NSW10/2020	EPI_ISL_413596	True
Australia/NSW1030/2020	EPI_ISL_593759	True
Australia/NSW104/2020	EPI_ISL_427677	True
Australia/NSW127/2020	EPI_ISL_427808	True
Australia/NSW14/2020	EPI_ISL_413600	True
Australia/NSW155/2020	EPI_ISL_427647	True
Australia/NSW176/2020	EPI_ISL_427734	True
Australia/NSW180/2020	EPI_ISL_427701	True
Australia/NSW19/2020	EPI_ISL_417385	True
Australia/NSW2005/2020	EPI_ISL_500597	True
Australia/NSW2017/2020	EPI_ISL_500601	True
Australia/NSW2154/2020	EPI_ISL_500632	True
Australia/NSW2155/2020	EPI_ISL_500633	True
Australia/NSW217/2020	EPI_ISL_427644	True
Australia/NSW219/2020	EPI_ISL_427643	True
Australia/NSW22/2020	EPI_ISL_427649	True
Australia/NSW23/2020	EPI_ISL_427650	True
Australia/NSW2384/2020	EPI_ISL_678309	True
Australia/NSW24/2020	EPI_ISL_417387	True
Australia/NSW243/2020	EPI_ISL_451509	True
Australia/NSW25/2020	EPI_ISL_417388	True
