name,state,state_conf
NODE_0000000,NON_GA,"[1.2304821595999106e-05, 0.999987695178404]"
hCoV-19/Wuhan/Hu-1/2019|EPI_ISL_402125|2019-12-31,NON_GA,"[0.0, 1.0]"
NODE_0005068,NON_GA,"[5.461230587279839e-83, 1.0]"
hCoV-19/Indonesia/JI-ITD-150Sp/2020|EPI_ISL_529962|2020-03-16,NON_GA,"[0.0, 1.0]"
hCoV-19/Lu_an/426/2020|EPI_ISL_1081291|2020-02-08,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH1-142/2020|EPI_ISL_454918|2020-03-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Chongqing/IVDC-CQ-001/2020|EPI_ISL_408481|2020-01-18,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/1154/2020|EPI_ISL_648072|2020-03-05,NON_GA,"[0.0, 1.0]"
hCoV-19/Malaysia/0956/2020|EPI_ISL_501181|2020-03-04,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0115/2020|EPI_ISL_479851|2020-02-17,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/TSGH-31/2020|EPI_ISL_447257|2020-03-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/34nan/2020|EPI_ISL_648062|2020-03-10,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Malaysia/0784/2020|EPI_ISL_501179|2020-03-23,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WIV04/2019|EPI_ISL_402124|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WH03/2020|EPI_ISL_406800|2020-01-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH02/2019|EPI_ISL_529214|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/31nan/2020|EPI_ISL_507002|2020-03-14,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/SI200433-NT/2020|EPI_ISL_437621|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/3/2020|EPI_ISL_407988|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/Nonthaburi_68/2020|EPI_ISL_447910|2020-01-15,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS29-0221/2020|EPI_ISL_727999|2020-02-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH3-176/2020|EPI_ISL_454940|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Guangdong/20SF665/2020|EPI_ISL_428469|2020-01-27,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Singapore/1135/2020|EPI_ISL_648043|2020-02-07,NON_GA,"[0.0, 1.0]"
hCoV-19/Hong_Kong/VB20026565-2/2020|EPI_ISL_412030|2020-02-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/28/2020|EPI_ISL_420105|2020-03-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Hefei/2/2020|EPI_ISL_412026|2020-02-23,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Thailand/Nonthaburi_59/2020|EPI_ISL_447909|2020-01-13,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH2-160/2020|EPI_ISL_454928|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH05/2019|EPI_ISL_529217|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/394/2020|EPI_ISL_469143|2020-03-09,NON_GA,"[0.0, 1.0]"
hCoV-19/Kazakhstan/123631/2020|EPI_ISL_1341150|2020-03-01,NON_GA,"[0.0, 1.0]"
hCoV-19/Sichuan/SC-WCH4-286/2020|EPI_ISL_451388|2020-02-10,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/IME-WH04/2019|EPI_ISL_529216|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Iceland/447/2020|EPI_ISL_424471|2020-03-20,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS24-0221/2020|EPI_ISL_718273|2020-02-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/FHU-CS84-0228/2020|EPI_ISL_728208|2020-02-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HBCDC-HB-03/2019|EPI_ISL_412899|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Hangzhou/HZ91/2020|EPI_ISL_418507|2020-01-21,NON_GA,"[0.0, 1.0]"
hCoV-19/Shanghai/SH0073/2020|EPI_ISL_416376|2020-02-05,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/Israel/CVL-n2820/2020|EPI_ISL_649073|2020-03-08,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/PG-0360/2020|EPI_ISL_684163|2020-02-18,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Africa/R02827/2020|EPI_ISL_430297|2020-03-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH5-240/2020|EPI_ISL_454981|2020-02-04,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH2-167/2020|EPI_ISL_454933|2020-02-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Japan/NA-20-05-1/2020|EPI_ISL_410531|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/HB-WH4-206/2020|EPI_ISL_454956|2020-03-27,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/CGMH-CGU-01/2020|EPI_ISL_411915|2020-01-25,NON_GA,"[0.0, 1.0]"
hCoV-19/South_Korea/KCDC12-NCCP43330/2020|EPI_ISL_812960|2020-03-17,NON_GA,"[0.0, 1.0]"
hCoV-19/Singapore/32/2020|EPI_ISL_420109|2020-03-11,NON_GA,"[0.0, 1.0]"
hCoV-19/Thailand/SI200040-NT/2020|EPI_ISL_437623|2020-01-08,NON_GA,"[0.0, 0.9999999999999999]"
hCoV-19/South_Korea/KCDC2004/2020|EPI_ISL_426164|2020-02-02,NON_GA,"[0.0, 1.0]"
hCoV-19/Wuhan/WIV06/2019|EPI_ISL_402129|2019-12-30,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/TSGH-35/2020|EPI_ISL_457726|2020-02-06,NON_GA,"[0.0, 1.0]"
hCoV-19/Taiwan/4/2020|EPI_ISL_411927|2020-01-28,NON_GA,"[0.0, 1.0]"
hCoV-19/Zhejiang/WZ-02/2020|EPI_ISL_404228|2020-01-17,NON_GA,"[0.0, 1.0]"
